
customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5176-LMJXE,Female,False,False,False,47,True,False,No,,,,,,,Two year,True,Mailed check,20.549999237060547,945.70001220703125,False
3583-KRKMD,Male,False,False,False,18,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Bank transfer (automatic),75.900001525878906,1373.050048828125,False
1010-DIAUQ,Male,False,False,False,5,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Bank transfer (automatic),96.5,492.54998779296875,True
9069-LGEUL,Male,False,True,False,23,True,False,DSL,True,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),59.950000762939453,1406,False
7302-ZHMHP,Female,False,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.149999618530273,19.149999618530273,False
9571-EDEBV,Male,False,True,False,71,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),98.650001525878906,6962.85009765625,False
3520-FJGCV,Male,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),112.59999847412109,8126.64990234375,False
6563-VRERX,Male,False,True,True,33,True,False,No,,,,,,,One year,False,Mailed check,20.600000381469727,690.25,False
0259-GBZSH,Male,False,False,False,2,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.650001525878906,181.5,True
6122-EFVKN,Male,False,False,True,24,False,,DSL,True,False,False,True,False,False,Two year,False,Mailed check,35.75,830.79998779296875,False
2805-EDJPQ,Female,False,True,True,56,True,True,Fiber optic,False,True,True,True,False,True,One year,True,Credit card (automatic),99.75,5608.39990234375,False
6862-CQUMB,Male,False,False,False,37,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),96.099998474121094,3646.800048828125,False
7156-MXBJE,Female,False,False,False,43,True,True,DSL,False,True,True,True,True,True,One year,False,Credit card (automatic),85.099998474121094,3662.25,False
6158-HDPXZ,Male,False,False,False,1,False,,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,25.350000381469727,25.350000381469727,False
9601-BRXPO,Female,False,True,False,25,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),104.94999694824219,2566.5,True
2863-IMQDR,Female,False,False,False,61,True,True,DSL,True,True,True,True,True,True,Two year,False,Electronic check,89.650001525878906,5308.7001953125,False
5686-CMAWK,Male,False,False,False,17,True,True,Fiber optic,False,False,True,True,False,False,One year,False,Electronic check,86.75,1410.25,False
5651-CRHKQ,Female,False,True,False,41,True,False,Fiber optic,False,True,True,True,False,False,One year,True,Bank transfer (automatic),86.199996948242188,3339.050048828125,False
6905-NIQIN,Male,False,False,False,1,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,50.650001525878906,50.650001525878906,True
8204-YJCLA,Male,True,True,True,72,False,,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),64.800003051757813,4732.35009765625,False
5167-ZFFMM,Male,False,False,False,1,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Credit card (automatic),90.849998474121094,90.849998474121094,True
6583-SZVGP,Male,False,False,False,48,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),108.09999847412109,5067.4501953125,False
4895-TMWIR,Male,True,True,False,11,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.950000762939453,214.75,True
0533-BNWKF,Female,True,True,False,55,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,85.449996948242188,4874.7001953125,True
1708-PBBOA,Female,False,False,False,42,False,,DSL,True,True,True,True,False,True,One year,True,Electronic check,54.75,2348.449951171875,False
8782-LKFPK,Male,False,False,False,44,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Mailed check,90.400001525878906,4063,False
5522-JBWMO,Male,False,False,True,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44,44,False
3597-MVHJT,Female,False,False,False,27,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),95.599998474121094,2595.25,False
9774-NRNAU,Male,True,True,False,27,True,True,DSL,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),84.800003051757813,2309.550048828125,False
0224-RLWWD,Female,True,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,44.299999237060547,89.300003051757813,False
9967-ATRFS,Female,False,False,False,19,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.899999618530273,367.54998779296875,False
3951-NJCVI,Female,True,True,False,42,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.050003051757813,3944.5,False
2977-CEBSX,Female,False,False,False,66,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.050003051757813,5965.9501953125,False
0177-PXBAT,Male,True,True,False,33,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),109.90000152587891,3694.699951171875,False
6599-CEBNN,Female,False,False,False,34,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),73.949996948242188,2524.449951171875,True
2519-ERQOJ,Male,True,False,False,33,False,,DSL,False,False,True,True,True,True,Month-to-month,True,Electronic check,54.599998474121094,1803.699951171875,False
5876-QMYLD,Female,False,True,True,23,True,False,No,,,,,,,One year,False,Mailed check,20.049999237060547,415.10000610351563,False
2277-AXSDC,Female,False,False,False,32,True,False,No,,,,,,,One year,False,Bank transfer (automatic),19.75,624.1500244140625,False
9442-JTWDL,Female,False,False,False,11,True,False,No,,,,,,,One year,False,Credit card (automatic),20.049999237060547,237.69999694824219,False
0979-PHULV,Male,False,True,True,69,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),99.449996948242188,7007.60009765625,True
3067-SVMTC,Female,False,True,False,68,True,False,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),55.900001525878906,3848.800048828125,False
5495-GPSRW,Male,False,False,False,20,True,False,No,,,,,,,Two year,True,Mailed check,19.700000762939453,419.39999389648438,False
7606-BPHHN,Male,False,False,False,72,True,False,No,,,,,,,Two year,True,Credit card (automatic),19.799999237060547,1468.75,False
4742-DRORA,Male,False,True,True,60,True,True,Fiber optic,True,False,True,False,True,False,One year,True,Bank transfer (automatic),95.400001525878906,5812,False
0111-KLBQG,Male,True,True,True,32,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Mailed check,93.949996948242188,2861.449951171875,False
4800-VHZKI,Female,False,False,False,1,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.899999618530273,19.899999618530273,True
7989-CHGTL,Male,False,False,False,1,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.600000381469727,19.600000381469727,True
0334-GDDSO,Male,True,False,False,3,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,81.349998474121094,233.69999694824219,True
4163-NCJAK,Female,False,True,False,46,True,True,No,,,,,,,One year,True,Bank transfer (automatic),24.450000762939453,1066.1500244140625,False
5233-AOZUF,Female,False,True,False,29,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.949996948242188,2149.050048828125,False
5973-EJGDP,Male,False,False,False,51,True,True,Fiber optic,False,True,True,True,False,False,Month-to-month,True,Electronic check,87.349998474121094,4473,False
1996-DBMUS,Female,True,True,False,48,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.650001525878906,3545.050048828125,False
7916-VCCPB,Female,False,True,True,16,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),73.25,1195.75,False
4686-GEFRM,Male,False,True,False,70,True,True,Fiber optic,False,True,True,True,False,True,Two year,True,Bank transfer (automatic),98.699996948242188,6858.89990234375,False
5249-QYHEX,Female,False,True,True,40,True,True,No,,,,,,,Two year,True,Mailed check,24.799999237060547,1024.699951171875,False
0578-SKVMF,Female,False,True,True,22,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,83.300003051757813,1845.9000244140625,True
5564-NEMQO,Female,True,False,False,1,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),75.300003051757813,75.300003051757813,True
2233-FAGXV,Female,False,True,True,5,True,True,No,,,,,,,Month-to-month,True,Mailed check,24.299999237060547,132.25,False
5605-IYGFG,Female,False,False,False,7,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),69.849998474121094,515.45001220703125,False
7663-ZTEGJ,Male,False,False,True,29,True,True,Fiber optic,False,True,True,True,False,True,One year,False,Credit card (automatic),100.55000305175781,2830.449951171875,False
3935-TBRZZ,Male,False,True,True,44,True,True,No,,,,,,,One year,False,Mailed check,25.700000762939453,1110.5,False
8111-BKVDS,Female,False,False,False,10,False,,DSL,True,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),40.700000762939453,449.29998779296875,False
2055-SIFSS,Female,True,True,False,55,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),51.650001525878906,2838.550048828125,False
2806-MLNTI,Male,True,True,False,52,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),105.09999847412109,5376.39990234375,False
8734-DKSTZ,Female,False,True,True,10,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,85.949996948242188,858.5999755859375,False
4360-PNRQB,Male,False,False,False,18,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.599998474121094,1395.050048828125,False
6152-ONASV,Female,False,True,False,68,True,True,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),58.25,3975.699951171875,False
9063-ZGTUY,Female,False,True,True,61,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.399999618530273,1182.550048828125,True
7781-HVGMK,Female,False,True,True,72,False,,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),65.199996948242188,4784.4501953125,False
2181-UAESM,Male,False,False,False,2,True,False,DSL,True,False,True,False,False,False,Month-to-month,False,Electronic check,53.450000762939453,119.5,False
2957-LOLHO,Male,False,False,False,12,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),45.400001525878906,518.9000244140625,True
6048-NJXHX,Male,False,True,False,41,True,False,No,,,,,,,Two year,True,Electronic check,19.75,899.45001220703125,False
2320-SLKMB,Female,False,False,False,26,False,,DSL,False,False,True,True,True,False,Month-to-month,True,Credit card (automatic),44.450000762939453,1183.800048828125,False
4980-URKXC,Male,False,True,False,36,True,False,No,,,,,,,One year,False,Bank transfer (automatic),20.850000381469727,720.04998779296875,False
4376-KFVRS,Male,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),114.05000305175781,8468.2001953125,False
5886-VLQVU,Male,False,True,False,35,True,True,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Bank transfer (automatic),89.849998474121094,3161.199951171875,False
3577-AMVUX,Male,False,False,False,1,True,False,DSL,False,False,True,True,False,False,Month-to-month,False,Mailed check,55.049999237060547,55.049999237060547,False
0771-WLCLA,Female,False,True,True,16,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Electronic check,112.94999694824219,1882.550048828125,False
5628-RKIFK,Female,True,False,False,49,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,False,Credit card (automatic),101.55000305175781,5070.39990234375,False
0206-TBWLC,Female,False,True,False,54,True,True,Fiber optic,True,True,True,True,True,True,One year,True,Mailed check,114.65000152587891,6049.5,False
2937-FTHUR,Female,False,False,True,18,True,True,DSL,True,False,False,False,False,True,Month-to-month,False,Electronic check,64.800003051757813,1166.699951171875,False
1910-FMXJM,Female,False,True,False,36,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,80.400001525878906,2937.64990234375,False
7752-XUSCI,Female,False,False,False,60,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,105.90000152587891,6396.4501953125,True
4110-PFEUZ,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,69.550003051757813,69.550003051757813,True
0732-OCQOC,Female,False,True,True,52,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),25.049999237060547,1270.25,False
5168-MSWXT,Male,False,True,True,8,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,94.75,759.54998779296875,False
1090-ESELR,Male,False,True,True,72,True,False,Fiber optic,True,True,False,True,True,True,Two year,False,Bank transfer (automatic),105.5,7611.5498046875,False
8592-PLTMQ,Female,False,False,False,64,True,True,No,,,,,,,One year,False,Mailed check,24.700000762939453,1642.75,False
5760-WRAHC,Female,True,False,False,22,True,False,DSL,True,False,True,True,False,True,Month-to-month,True,Mailed check,69.75,1545.4000244140625,False
8847-GEOOQ,Male,False,True,False,60,False,,DSL,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),60.200000762939453,3582.39990234375,False
0256-LTHVJ,Female,False,True,True,28,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,81.050003051757813,2227.10009765625,True
4785-FCIFB,Female,False,True,False,61,True,True,No,,,,,,,Two year,False,Mailed check,24.399999618530273,1417.9000244140625,False
8313-NDOIA,Female,False,False,False,24,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.15000152587891,2494.64990234375,False
5149-CUZUJ,Male,False,True,True,28,True,False,Fiber optic,False,True,True,True,True,False,One year,False,Bank transfer (automatic),92.900001525878906,2768.35009765625,False
0942-KOWSM,Female,False,True,True,30,True,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),80.800003051757813,2369.300048828125,False
4237-CLSMM,Male,False,True,False,2,True,False,No,,,,,,,Month-to-month,False,Mailed check,20,38,False
1452-VOQCH,Male,False,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.099998474121094,75.099998474121094,False
4719-UMSIY,Male,False,False,True,6,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.649999618530273,100.90000152587891,False
6614-VBEGU,Female,False,True,False,24,True,False,DSL,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),69.449996948242188,1614.050048828125,False
0880-TKATG,Male,False,True,True,4,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Electronic check,101.15000152587891,385.89999389648438,True
3811-VBYBZ,Male,False,False,False,7,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,99.800003051757813,673.25,True
1480-BKXGA,Male,True,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),116.05000305175781,8404.900390625,False
2996-XAUVF,Male,False,False,False,70,False,,DSL,False,False,False,True,False,True,Two year,True,Mailed check,40.049999237060547,2799.75,False
9076-AXYIK,Male,True,True,False,64,True,True,Fiber optic,False,False,True,True,True,True,Two year,False,Electronic check,102.09999847412109,6538.4501953125,False
5968-XQIVE,Male,False,True,True,72,True,True,Fiber optic,False,True,False,False,True,False,One year,True,Electronic check,89.699996948242188,6588.9501953125,False
8896-RAZCR,Female,False,False,True,44,True,False,No,,,,,,,Two year,False,Mailed check,19.899999618530273,868.0999755859375,False
4640-UHDOS,Female,False,True,True,13,True,False,DSL,False,False,False,False,False,True,Month-to-month,False,Electronic check,55.950000762939453,734.3499755859375,True
4933-IKULF,Female,True,False,False,17,True,False,No,,,,,,,One year,False,Mailed check,20.649999618530273,330.60000610351563,False
3583-EKAPL,Male,False,False,False,1,True,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,55,55,True
1304-BCCFO,Male,False,True,False,9,True,False,DSL,False,False,True,False,True,True,Month-to-month,True,Mailed check,70.050003051757813,564.4000244140625,False
4104-PVRPS,Male,False,True,False,24,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Mailed check,53.599998474121094,1315.3499755859375,False
9399-APLBT,Female,False,True,True,1,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,74.699996948242188,74.699996948242188,True
2359-KMGLI,Male,False,False,False,24,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,80.25,1861.5,True
3780-DDGSE,Male,True,True,True,35,True,False,DSL,False,True,False,True,True,True,Month-to-month,True,Electronic check,76.050003051757813,2747.199951171875,False
4431-EDMIQ,Female,False,True,True,7,True,False,DSL,True,True,True,True,True,False,Month-to-month,True,Electronic check,75.699996948242188,554.04998779296875,False
0306-JAELE,Male,False,False,False,5,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,96.099998474121094,453.39999389648438,True
6227-HWPWX,Female,False,False,True,15,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69,994.79998779296875,True
0486-LGCCH,Male,False,True,True,11,True,False,No,,,,,,,Two year,False,Mailed check,19.649999618530273,225.75,False
0447-BEMNG,Female,False,True,False,48,False,,DSL,True,False,True,False,False,True,Month-to-month,True,Bank transfer (automatic),45.299999237060547,2145,True
4612-SSVHJ,Female,True,False,False,20,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,81.449996948242188,1671.5999755859375,False
5168-MQQCA,Female,False,True,False,72,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),108.5,8003.7998046875,False
5949-XIKAE,Female,False,True,True,8,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,83.550003051757813,680.04998779296875,True
7971-HLVXI,Male,False,True,True,72,True,True,Fiber optic,False,False,False,False,False,True,Two year,True,Credit card (automatic),84.5,6130.85009765625,False
9094-AZPHK,Female,False,False,False,15,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.15000152587891,1415,False
3649-JPUGY,Male,False,False,False,72,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),88.599998474121094,6201.9501953125,False
4472-LVYGI,Female,False,True,True,0,False,,DSL,True,False,True,True,True,False,Two year,True,Bank transfer (automatic),52.549999237060547,,False
8372-JUXUI,Male,False,False,True,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.349998474121094,74.349998474121094,True
3552-CTCYF,Male,False,True,True,63,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),104.80000305175781,6597.25,False
6778-YSNIH,Female,False,False,False,2,True,False,DSL,False,True,False,False,True,False,Month-to-month,True,Electronic check,59,114.15000152587891,False
0388-EOPEX,Female,False,True,False,2,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,74.400001525878906,139.39999389648438,True
5756-OZRIO,Male,True,True,False,61,True,True,DSL,False,True,False,False,False,True,One year,False,Bank transfer (automatic),64.050003051757813,3902.60009765625,False
6579-JPICP,Male,False,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.399999618530273,20.399999618530273,False
8205-OTCHB,Male,False,False,False,22,False,,DSL,False,True,True,False,False,True,One year,True,Bank transfer (automatic),43.75,903.5999755859375,True
4134-BSXLX,Male,False,True,False,28,True,False,DSL,True,True,False,True,False,False,Month-to-month,False,Mailed check,60.900001525878906,1785.6500244140625,False
0505-SPOOW,Female,False,True,False,70,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.799999237060547,1397.6500244140625,False
6235-VDHOM,Female,True,False,False,5,False,,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,28.450000762939453,131.05000305175781,True
7783-YKGDV,Female,False,False,False,12,True,True,Fiber optic,True,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),99.699996948242188,1238.449951171875,True
4374-YMUSQ,Male,False,False,False,34,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Credit card (automatic),116.25,3899.050048828125,False
4513-CXYIX,Female,True,True,False,71,True,True,Fiber optic,True,False,False,False,False,False,Two year,True,Credit card (automatic),80.699996948242188,5676,False
3957-HHLMR,Female,False,True,True,70,True,True,DSL,True,False,False,False,False,True,One year,False,Bank transfer (automatic),65.199996948242188,4543.14990234375,False
7803-XOCCZ,Female,False,True,True,52,True,False,Fiber optic,True,False,True,True,False,False,Month-to-month,True,Bank transfer (automatic),84.050003051757813,4326.7998046875,False
5736-YEJAX,Male,False,False,True,69,True,True,DSL,True,True,True,True,True,False,Two year,True,Credit card (automatic),79.449996948242188,5502.5498046875,False
5609-CEBID,Female,True,False,False,20,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,94.099998474121094,1782.4000244140625,True
8981-FJGLA,Male,False,False,True,11,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Mailed check,78,851.79998779296875,False
7218-HKQFK,Male,False,True,False,2,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,94.199996948242188,167.5,True
4636-QRJKY,Female,False,True,True,6,True,True,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,80.5,502.85000610351563,True
1135-LMECX,Female,False,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.850000381469727,19.850000381469727,False
4332-MUOEZ,Male,True,True,True,20,True,False,Fiber optic,True,False,True,True,False,True,One year,False,Credit card (automatic),94.300003051757813,1818.300048828125,False
8535-SFUTN,Male,False,False,False,61,True,True,Fiber optic,True,False,True,False,True,True,Month-to-month,True,Electronic check,106.44999694824219,6300.14990234375,False
5956-VKDTT,Female,True,True,False,5,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.349998474121094,334.79998779296875,True
8677-HDZEE,Female,False,False,False,56,True,True,Fiber optic,False,True,False,True,True,True,Month-to-month,True,Bank transfer (automatic),105.44999694824219,5916.9501953125,False
2475-MROZF,Male,False,False,False,30,True,True,Fiber optic,True,True,True,True,False,False,Month-to-month,True,Credit card (automatic),95,2852.39990234375,False
9412-GHEEC,Male,False,False,False,40,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),104.80000305175781,4131.9501953125,True
3482-ABPKK,Female,False,False,False,28,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,54.299999237060547,1546.300048828125,False
6705-LXORM,Female,True,True,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.050003051757813,302.60000610351563,False
0257-ZESQC,Female,True,True,False,27,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.199996948242188,1929.3499755859375,True
7531-GQHME,Male,False,False,False,12,True,False,No,,,,,,,Month-to-month,False,Credit card (automatic),20.049999237060547,265.45001220703125,False
5174-ITUMV,Male,False,True,True,67,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,105.40000152587891,6989.4501953125,False
4109-CYRBD,Male,True,True,False,29,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,51.599998474121094,1442,False
0913-XWSCN,Male,False,True,True,55,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),85.5,4713.39990234375,False
6825-UYPFK,Female,False,False,False,23,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),75.599998474121094,1758.5999755859375,True
8397-MVTAZ,Male,False,True,False,34,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.05000305175781,3480,True
0750-EBAIU,Male,False,False,False,52,True,False,Fiber optic,True,False,True,False,True,False,One year,False,Electronic check,91.25,4738.2998046875,False
8606-CIQUL,Male,True,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),115.75,8399.150390625,False
3571-DPYUH,Male,False,True,True,58,True,True,Fiber optic,False,True,False,True,True,False,One year,True,Credit card (automatic),94.699996948242188,5430.35009765625,False
7601-GNDYK,Male,False,True,True,35,True,False,No,,,,,,,Two year,False,Mailed check,19.600000381469727,686.95001220703125,False
0356-OBMAC,Female,True,False,False,56,True,True,Fiber optic,False,True,True,True,True,False,Two year,True,Bank transfer (automatic),99.900001525878906,5706.2998046875,False
8067-NIOYM,Female,False,True,True,24,True,False,No,,,,,,,Two year,True,Credit card (automatic),21.100000381469727,490.64999389648438,False
1403-GYAFU,Male,False,True,True,70,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.049999237060547,1360.25,False
4234-XTNEA,Male,False,False,False,2,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.949996948242188,174.44999694824219,False
1297-VQDRP,Male,True,True,True,68,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Credit card (automatic),107.15000152587891,7379.7998046875,False
9282-IZGQK,Female,False,False,False,1,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85,85,True
5348-CAGXB,Male,False,False,False,12,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,89.550003051757813,1021.75,False
0621-HJWXJ,Female,False,True,False,63,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),81.550003051757813,5029.0498046875,False
5844-QVTAT,Female,False,True,True,33,True,False,DSL,True,True,True,False,False,False,One year,True,Mailed check,58.450000762939453,1955.4000244140625,False
8905-IAZPF,Female,False,True,False,69,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Credit card (automatic),95.650001525878906,6744.2001953125,False
5394-MEITZ,Female,False,True,True,60,True,False,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),80.599998474121094,4946.7001953125,False
6859-QNXIQ,Female,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),113.09999847412109,8248.5,False
2782-LFZVW,Female,False,False,False,11,True,True,DSL,False,False,False,False,False,True,Month-to-month,True,Mailed check,58.950000762939453,601.5999755859375,False
2866-IKBTM,Female,False,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.549999237060547,19.549999237060547,False
1342-JPNKI,Male,False,False,False,10,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),86.050003051757813,834.0999755859375,True
2817-NTQDO,Male,False,False,False,13,False,,DSL,True,False,False,True,True,False,Month-to-month,True,Credit card (automatic),45.549999237060547,597,True
7129-AZJDE,Male,False,True,True,34,True,False,Fiber optic,False,False,False,False,False,True,One year,True,Bank transfer (automatic),78.949996948242188,2647.199951171875,False
6986-IJDHX,Male,False,True,True,39,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Mailed check,86.300003051757813,3266,True
2560-PPCHE,Female,False,False,False,65,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Bank transfer (automatic),105.05000305175781,6744.25,False
4676-MQUEA,Male,True,True,False,50,True,True,Fiber optic,True,True,True,False,True,False,One year,True,Bank transfer (automatic),101.90000152587891,5265.5,False
8138-EALND,Male,False,False,False,15,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.75,311.60000610351563,False
3580-HYCSP,Male,False,True,True,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Bank transfer (automatic),110.30000305175781,7966.89990234375,False
1352-HNSAW,Female,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),115.59999847412109,8220.400390625,False
2075-PUEPR,Male,False,True,True,55,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.350000381469727,1153.25,False
1982-FEBTD,Female,False,True,True,23,True,True,No,,,,,,,Two year,True,Credit card (automatic),25.600000381469727,514.75,False
5301-GAUUY,Male,False,False,False,32,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.349998474121094,2596.14990234375,True
